LEVEL 0;;LEVEL 1;;LEVEL 2;;LEVEL 3;;LEVEL 4;;;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;3;РОЗРІЗ;1557;Процедури, пов’язані з розрізом сухожилля або піхви сухожилля інших локалізацій скелетно-м’язової системи;47960-00;Підшкірна тенотомія, не класифікована в інших рубриках;Computerised tomography of brain, chest and abdomen;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;3;РОЗРІЗ;1557;Процедури, пов’язані з розрізом сухожилля або піхви сухожилля інших локалізацій скелетно-м’язової системи;47963-00;Відкрита тенотомія, не класифікована в інших рубриках;Computerised tomography of brain and chest with intravenous contrast medium;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;3;РОЗРІЗ;1558;Розріз фасцій інших локалізацій скелетно-м’язової системи;30226-00;Фасціотомія, не класифікована в інших рубриках;Computerised tomography of brain, chest and abdomen with intravenous contrast medium;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;3;РОЗРІЗ;1558;Розріз фасцій інших локалізацій скелетно-м’язової системи;90567-00;Фасціотомія при лікуванні ішемії верхніх кінцівок;Pelvimetry by computerised tomography;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;3;РОЗРІЗ;1558;Розріз фасцій інших локалізацій скелетно-м’язової системи;90567-01;Фасціотомія при лікуванні ішемії нижніх кінцівок;Spiral angiography by computerised tomography of head and/or neck, with intravenous contrast medium;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;3;РОЗРІЗ;1559;Процедури, пов’язані з розрізом в інших локалізаціях скелетно-м’язової системи;30068-00;Видалення сторонніх тіл з м’яких тканин, не класифіковане в інших рубриках;Spiral angiography by computerised tomography of upper extremity, with intravenous contrast medium;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;3;РОЗРІЗ;1559;Процедури, пов’язані з розрізом в інших локалізаціях скелетно-м’язової системи;30223-03;Розріз та дренування абсцесу м’яких тканин;Spiral angiography by computerised tomography of chest, with intravenous contrast medium;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;3;РОЗРІЗ;1559;Процедури, пов’язані з розрізом в інших локалізаціях скелетно-м’язової системи;30224-00;Підшкірне дренування абсцесу м’яких тканин;Spiral angiography by computerised tomography of abdomen, with intravenous contrast medium;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;3;РОЗРІЗ;1559;Процедури, пов’язані з розрізом в інших локалізаціях скелетно-м’язової системи;90568-00;Розріз м'язів, не класифікований в інших рубриках;Spiral angiography by computerised tomography of abdominal aorta and bilateral iliofemoral lower extremity, with intravenous contrast medium;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;3;РОЗРІЗ;1559;Процедури, пов’язані з розрізом в інших локалізаціях скелетно-м’язової системи;90568-01;Розріз суглобової сумки, не класифікований в інших рубриках;Spiral angiography by computerised tomography of spine, with intravenous contrast medium;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;3;РОЗРІЗ;1559;Процедури, пов’язані з розрізом в інших локалізаціях скелетно-м’язової системи;90568-02;Розріз м’яких тканин, не класифікований в інших рубриках;Spiral angiography by computerised tomography of pelvis, with intravenous contrast medium;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;3;РОЗРІЗ;1559;Процедури, пов’язані з розрізом в інших локалізаціях скелетно-м’язової системи;90571-00;Розділення спайок м’яких тканин, не класифіковане в інших рубриках;Spiral angiography by computerised tomography of lower extremity, with intravenous contrast medium;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1560;Біопсія в інших локалізаціях скелетно-м’язової системи;30075-01;Біопсія м’яких тканин;Spiral angiography by computerised tomography of other site, with intravenous contrast medium;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1560;Біопсія в інших локалізаціях скелетно-м’язової системи;30094-00;Черезшкірна [голкова] біопсія м’яких тканин;Spiral coronary angiography by computerised tomography, with intravenous contrast medium;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1560;Біопсія в інших локалізаціях скелетно-м’язової системи;50100-01;Артроскопічна біопсія суглоба, не класифікована в інших рубриках;Computerised tomography of temporo-mandibular joint [TMJ];
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1560;Біопсія в інших локалізаціях скелетно-м’язової системи;50200-00;Біопсія кісток, не класифікована в інших рубриках;Radiography of humerus;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1561;Процедури висічення суглоба іншої локалізації скелетно-м’язової системи;50104-00;Синовектомія суглоба, не класифікована в інших рубриках;Radiography of elbow;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1561;Процедури висічення суглоба іншої локалізації скелетно-м’язової системи;90574-00;Висічення ураженої ділянки суглоба, не класифіковане в інших рубриках;Radiography of forearm;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1561;Процедури висічення суглоба іншої локалізації скелетно-м’язової системи;90574-01;Висічення суглоба, не класифіковане в інших рубриках;Radiography of wrist;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1561;Процедури висічення суглоба іншої локалізації скелетно-м’язової системи;90608-00;Отримання хряща шляхом артроскопії;Radiography of hand;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1561;Процедури висічення суглоба іншої локалізації скелетно-м’язової системи;90608-01;Отримання хряща;Radiography of elbow and humerus;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1562;Резекція одним блоком ураженої ділянки м’яких тканин з ураженням довгих кісток;50212-00;Резекція одним блоком ураженої ділянки м’яких тканин з ураженням довгих кісток верхніх кінцівок;Radiography of elbow and forearm;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1562;Резекція одним блоком ураженої ділянки м’яких тканин з ураженням довгих кісток;50212-01;Резекція одним блоком ураженої ділянки м’яких тканин з ураженням довгих кісток нижніх кінцівок;Radiography of hand, wrist and forearm;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1563;Інші процедури висічення кістки іншої локалізації скелетно-м’язової системи;30241-00;Висічення ураження кістки, не класифіковане в інших рубриках;Radiography of hand and wrist;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1563;Інші процедури висічення кістки іншої локалізації скелетно-м’язової системи;47726-00;Отримання кістки для трансплантата з окремого розрізу;Radiography of femur;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1563;Інші процедури висічення кістки іншої локалізації скелетно-м’язової системи;47732-00;Отримання васкуляризованого кісткового трансплантата для пересадки;Radiography of knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1563;Інші процедури висічення кістки іншої локалізації скелетно-м’язової системи;47933-02;Висічення екзостозів маленьких кісток, не класифіковане в інших рубриках;Radiography of leg;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1563;Інші процедури висічення кістки іншої локалізації скелетно-м’язової системи;47936-00;Висічення екзостозів великих кісток;Radiography of ankle;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1563;Інші процедури висічення кістки іншої локалізації скелетно-м’язової системи;48400-01;Остеоектомія додаткової кістки;Radiography of foot;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1563;Інші процедури висічення кістки іншої локалізації скелетно-м’язової системи;50203-00;Крайова резекція ураження кістки;Radiography of femur and knee;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1563;Інші процедури висічення кістки іншої локалізації скелетно-м’язової системи;50206-00;Крайова резекція ураження кістки із застосуванням кріотерапії в області дефекту;Radiography of knee and leg;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1563;Інші процедури висічення кістки іншої локалізації скелетно-м’язової системи;50230-00;Резекція ураження кістки із застосуванням анатомічного алотрансплантата;Radiography of leg and ankle;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1563;Інші процедури висічення кістки іншої локалізації скелетно-м’язової системи;90572-00;Остектомія, не класифікована в інших рубриках;Radiography of leg, ankle and foot;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1563;Інші процедури висічення кістки іншої локалізації скелетно-м’язової системи;90573-00;Секвестректомія інших та неуточненихлокалізацій скелетно-м’язової системи;Radiography of ankle and foot;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1564;Процедури висічення сухожилля іншої локалізації скелетно-м’язової системи;30107-00;Висічення гігроми, не класифіковане в інших рубриках;Radiography of shoulder or scapula;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1564;Процедури висічення сухожилля іншої локалізації скелетно-м’язової системи;47969-00;Теносиновектомія (висічення синовіальної піхви сухожилля), не класифікована в інших рубриках;Radiography of clavicle;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1564;Процедури висічення сухожилля іншої локалізації скелетно-м’язової системи;90578-00;Отримання сухожилля для трансплантації;Radiography of hip joint;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1565;Пов'язані з висіченням процедури на м’язах іншої локалізації скелетно-м’язової системи;30103-00;Висічення синуса із залученням м'яких тканин, не класифіковане в інших рубриках;Radiography of pelvis;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1565;Пов'язані з висіченням процедури на м’язах іншої локалізації скелетно-м’язової системи;30229-00;Висічення м'яза, не класифіковане в інших рубриках;Radiography of internal fixation of fracture of femur;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1565;Пов'язані з висіченням процедури на м’язах іншої локалізації скелетно-м’язової системи;90577-00;Отримання м'яза або фасції для трансплантації;Radiography of skull;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1566;Процедури висічення іншої локалізації скелетно-м’язової системи;30023-00;Ексцизійна обробка рани м’яких тканин;Cephalometry;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1566;Процедури висічення іншої локалізації скелетно-м’язової системи;30023-01;Ексцизійна обробка рани м’яких тканин із залученням кістки або хряща;Radiography of paranasal sinus;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1566;Процедури висічення іншої локалізації скелетно-м’язової системи;30107-01;Висічення малої сумки;Radiography of mastoid bone;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1566;Процедури висічення іншої локалізації скелетно-м’язової системи;30111-00;Висічення великої сумки;Radiography of petrous temporal bone;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1566;Процедури висічення іншої локалізації скелетно-м’язової системи;31340-00;Висічення м'яза, кістки або хряща, на які поширюється ураження шкіри;Radiography of other facial bone;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1566;Процедури висічення іншої локалізації скелетно-м’язової системи;31350-00;Висічення ураженої ділянки м'яких тканин, не класифіковане в інших рубриках;Radiography of mandible;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1566;Процедури висічення іншої локалізації скелетно-м’язової системи;44376-00;Видалення нижньої кінцівки з половиною таза;Radiography of salivary gland;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1566;Процедури висічення іншої локалізації скелетно-м’язової системи;90575-00;Висічення м'яких тканин, не класифіковане в інших рубриках;Radiography of nose;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1566;Процедури висічення іншої локалізації скелетно-м’язової системи;90579-00;Фасціектомія, не класифікована в інших рубриках;Radiography of eye;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;5;ВИСІЧЕННЯ;1566;Процедури висічення іншої локалізації скелетно-м’язової системи;90580-00;Хірургічна обробка місця відкритого перелому;Radiography of temporomandibular joint;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;6;РЕПОЗИЦІЯ;1567;Репозиційні процедури іншої локалізації скелетно-м’язової системи;90581-00;Репозиція при відриві епіфізу, не класифікована в інших рубриках;Radiography of teeth;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1568;Накладення швів в інших локалізаціях скелетно-м’язової системи;90582-00;Накладення швів на зв’язки, не класифіковане в інших рубриках;Radiography of teeth, full mouth;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1568;Накладення швів в інших локалізаціях скелетно-м’язової системи;90582-01;Накладення швів на сухожилля, не класифіковане в інших рубриках;Palatopharyngeal study with fluoroscopic screening;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1568;Накладення швів в інших локалізаціях скелетно-м’язової системи;90582-02;Накладення швів на м’язи або фасції, не класифіковане в інших рубриках;Palatopharyngeal study;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1569;Застосування трансплантатів в інших локалізаціях скелетно-м’язової системи;48239-00;Кісткова трансплантація, не класифікована в інших рубриках;Radiography of larynx;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1569;Застосування трансплантатів в інших локалізаціях скелетно-м’язової системи;48242-00;Застосування кісткового трансплантатаз внутрішньою фіксацією, не класифіковане в інших рубриках;Orthopantomography;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1569;Застосування трансплантатів в інших локалізаціях скелетно-м’язової системи;50206-01;Крайова резекція ураженої ділянки кістки із застосуванням аутотрансплантата в області дефекту;Radiography of cervical spine;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1569;Застосування трансплантатів в інших локалізаціях скелетно-м’язової системи;50206-02;Крайова резекція ураженої ділянки кістки із застосуванням алотрансплантата в області дефекту;Radiography of thoracic spine;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1569;Застосування трансплантатів в інших локалізаціях скелетно-м’язової системи;50206-03;Крайова резекція ураженої ділянки кістки із застосуванням цементування в області дефекту;Radiography of lumbosacral spine;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1569;Застосування трансплантатів в інших локалізаціях скелетно-м’язової системи;90583-00;Пересадка сухожилля, не класифікована в інших рубриках;Radiography of spine, 4 regions;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1569;Застосування трансплантатів в інших локалізаціях скелетно-м’язової системи;90583-01;Пересадка м’яза, не класифікована в інших рубриках;Radiography of sacrococcygeal spine;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1570;Резекція одним блоком ураженої ділянки кістки з відновленням в інших локалізаціях скелетно-м’язової системи;50218-00;Резекція одним блоком ураженої ділянки довгої кістки верхньої кінцівки з артродезом прилеглого суглоба;Radiography of spine, 2 regions;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1570;Резекція одним блоком ураженої ділянки кістки з відновленням в інших локалізаціях скелетно-м’язової системи;50218-01;Резекція одним блоком ураженої ділянки довгої кістки верхньої кінцівки із заміною прилеглого суглоба;Radiography of spine, 3 regions;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;11;М'ЯЗОВО-СКЕЛЕТНА СИСТЕМА — ІНШІ ЛОКАЛІЗАЦІЇ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);1570;Резекція одним блоком ураженої ділянки кістки з відновленням в інших локалізаціях скелетно-м’язової системи;50218-02;Резекція одним блоком ураженої ділянки довгої кістки нижньої кінцівки з артродезом прилеглого суглоба;Bone age radiographic study of wrist and knee;
