Клас;Назва;Вісь анатомічної локалізації;Назва;Вісь процедурної типології;Назва;Вісь блоків ;Назва;Код;Назва UKR;Назва ENG
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92508-40;Нейроаксіальна блокада, пацієнт з вираженим інвалідизуючим захворюванням, яке становить загрозу життю, процедура проводиться як екстрена допомога;Neuraxial block, ASA 40
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92508-49;Нейроаксіальна блокада, пацієнт з вираженим інвалідизуючим захворюванням, не екстрена допомога або невідомо;Neuraxial block, ASA 49
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92508-50;Нейроаксіальна блокада, вмираючий хворий, який може загинути протягом найближчої доби навіть без хірургічного втручання, процедура проводиться як екстрена допомога;Neuraxial block, ASA 50
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92508-59;Нейроаксіальна блокада, вмираючий хворий, який може загинути протягом найближчої доби навіть без хірургічного втручання, не екстрена допомога або невідомо;Neuraxial block, ASA 59
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92508-69;Нейроаксіальна блокада, пацієнт, мозок якого офіційно визнаний мертвим, та органи якого будуть використані для донорства, не екстрена допомога або невідомо;Neuraxial block, ASA 69
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92508-90;Нейроаксіальна блокада, відсутнє документальне підтвердження присвоєння балу за шкалою ASA, процедура проводиться як екстрена допомога;Neuraxial block, ASA 90
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92508-99;Нейроаксіальна блокада, відсутнє документальне підтвердження присвоєння балу за шкалою ASA, не екстрена допомога або невідомо;Neuraxial block, ASA 99
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92509-10;Регіональна блокада, нерв голови або шиї, нормальний здоровий пацієнт, процедура проводиться як екстрена допомога;Regional block, nerve of head or neck, ASA 10
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92509-19;Регіональна блокада, нерв голови або шиї, нормальний здоровий пацієнт, не екстрена допомога або невідомо;Regional block, nerve of head or neck, ASA 19
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92509-20;Регіональна блокада, нерв голови або шиї, пацієнт з легкими системними розладами, процедура проводиться як екстрена допомога;Regional block, nerve of head or neck, ASA 20
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92509-29;Регіональна блокада, нерв голови або шиї, пацієнт з легкими системними розладами, не екстрена допомога або невідомо;Regional block, nerve of head or neck, ASA 29
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92509-30;Регіональна блокада, нерв голови або шиї, пацієнт зі значними системними розладами, що обмежують активність, процедура проводиться як екстрена допомога;Regional block, nerve of head or neck, ASA 30
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92509-39;Регіональна блокада, нерв голови або шиї, пацієнт зі значними системними розладами, що обмежують активність, не екстрена допомога або невідомо;Regional block, nerve of head or neck, ASA 39
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92509-40;Регіональна блокада, нерв голови або шиї, пацієнт з вираженим інвалідизуючим захворюванням, яке становить загрозу життю, процедура проводиться як екстрена допомога;Regional block, nerve of head or neck, ASA 40
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92509-49;Регіональна блокада, нерв голови або шиї, пацієнт з вираженим інвалідизуючим захворюванням, не екстрена допомога або невідомо;Regional block, nerve of head or neck, ASA 49
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92509-50;Регіональна блокада, нерв голови або шиї, вмираючий хворий, який може загинути протягом найближчої доби навіть без хірургічного втручання, процедура проводиться як екстрена допомога;Regional block, nerve of head or neck, ASA 50
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92509-59;Регіональна блокада, нерв голови або шиї, вмираючий хворий, який може загинути протягом найближчої доби навіть без хірургічного втручання, не екстрена допомога або невідомо;Regional block, nerve of head or neck, ASA 59
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92509-69;Регіональна блокада, нерв голови або шиї, пацієнт, мозок якого офіційно визнаний мертвим, та органи якого будуть використані для донорства, не екстрена допомога або невідомо;Regional block, nerve of head or neck, ASA 69
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92509-90;Регіональна блокада, нерв голови або шиї, відсутнє документальне підтвердження присвоєння балу за шкалою ASA, процедура проводиться як екстрена допомога;Regional block, nerve of head or neck, ASA 90
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92509-99;Регіональна блокада, нерв голови або шиї, відсутнє документальне підтвердження присвоєння балу за шкалою ASA, не екстрена допомога або невідомо;Regional block, nerve of head or neck, ASA 99
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92510-10;Регіональна блокада, нерв тулуба, нормальний здоровий пацієнт, процедура проводиться як екстрена допомога;Regional block, nerve of trunk, ASA 10
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92510-19;Регіональна блокада, нерв тулуба, нормальний здоровий пацієнт, не екстрена допомога або невідомо;Regional block, nerve of trunk, ASA 19
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92510-20;Регіональна блокада, нерв тулуба, пацієнт з легкими системними розладами, процедура проводиться як екстрена допомога;Regional block, nerve of trunk, ASA 20
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92510-29;Регіональна блокада, нерв тулуба, пацієнт з легкими системними розладами, не екстрена допомога або невідомо;Regional block, nerve of trunk, ASA 29
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92510-30;Регіональна блокада, нерв тулуба, пацієнт зі значними системними розладами, що обмежують активність, процедура проводиться як екстрена допомога;Regional block, nerve of trunk, ASA 30
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92510-39;Регіональна блокада, нерв тулуба, пацієнт зі значними системними розладами, що обмежують активність, не екстрена допомога або невідомо;Regional block, nerve of trunk, ASA 39
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92510-40;Регіональна блокада, нерв тулуба, пацієнт з вираженим інвалідизуючим захворюванням, яке становить загрозу життю, процедура проводиться як екстрена допомога;Regional block, nerve of trunk, ASA 40
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92510-49;Регіональна блокада, нерв тулуба, пацієнт з вираженим інвалідизуючим захворюванням, не екстрена допомога або невідомо;Regional block, nerve of trunk, ASA 49
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92510-50;Регіональна блокада, нерв тулуба, вмираючий хворий, який може загинути протягом найближчої доби навіть без хірургічного втручання, процедура проводиться як екстрена допомога;Regional block, nerve of trunk, ASA 50
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92510-59;Регіональна блокада, нерв тулуба, вмираючий хворий, який може загинути протягом найближчої доби навіть без хірургічного втручання, не екстрена допомога або невідомо;Regional block, nerve of trunk, ASA 59
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92510-69;Регіональна блокада, нерв тулуба, пацієнт, мозок якого офіційно визнаний мертвим, та органи якого будуть використані для донорства, не екстрена допомога або невідомо;Regional block, nerve of trunk, ASA 69
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92510-90;Регіональна блокада, нерв тулуба, відсутнє документальне підтвердження присвоєння балу за шкалою ASA, процедура проводиться як екстрена допомога;Regional block, nerve of trunk, ASA 90
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92510-99;Регіональна блокада, нерв тулуба, відсутнє документальне підтвердження присвоєння балу за шкалою ASA, не екстрена допомога або невідомо;Regional block, nerve of trunk, ASA 99
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92511-10;Регіональна блокада, нерв верхньої кінцівки, нормальний здоровий пацієнт, процедура проводиться як екстрена допомога;Regional block, nerve of upper limb, ASA 10
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92511-19;Регіональна блокада, нерв верхньої кінцівки, нормальний здоровий пацієнт, не екстрена допомога або невідомо;Regional block, nerve of upper limb, ASA 19
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92511-20;Регіональна блокада, нерв верхньої кінцівки, пацієнт з легкими системними розладами, процедура проводиться як екстрена допомога;Regional block, nerve of upper limb, ASA 20
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92511-29;Регіональна блокада, нерв верхньої кінцівки, пацієнт з легкими системними розладами, не екстрена допомога або невідомо;Regional block, nerve of upper limb, ASA 29
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92511-30;Регіональна блокада, нерв верхньої кінцівки, пацієнт зі значними системними розладами, що обмежують активність, процедура проводиться як екстрена допомога;Regional block, nerve of upper limb, ASA 30
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92511-39;Регіональна блокада, нерв верхньої кінцівки, пацієнт зі значними системними розладами, що обмежують активність, не екстрена допомога або невідомо;Regional block, nerve of upper limb, ASA 39
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92511-40;Регіональна блокада, нерв верхньої кінцівки, пацієнт з вираженим інвалідизуючим захворюванням, яке становить загрозу життю, процедура проводиться як екстрена допомога;Regional block, nerve of upper limb, ASA 40
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92511-49;Регіональна блокада, нерв верхньої кінцівки, пацієнт з вираженим інвалідизуючим захворюванням, не екстрена допомога або невідомо;Regional block, nerve of upper limb, ASA 49
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92511-50;Регіональна блокада, нерв верхньої кінцівки, вмираючий хворий, який може загинути протягом найближчої доби навіть без хірургічного втручання, процедура проводиться як екстрена допомога;Regional block, nerve of upper limb, ASA 50
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92511-59;Регіональна блокада, нерв верхньої кінцівки, вмираючий хворий, який може загинути протягом найближчої доби навіть без хірургічного втручання, не екстрена допомога або невідомо;Regional block, nerve of upper limb, ASA 59
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92511-69;Регіональна блокада, нерв верхньої кінцівки, пацієнт, мозок якого офіційно визнаний мертвим, та органи якого будуть використані для донорства, не екстрена допомога або невідомо;Regional block, nerve of upper limb, ASA 69
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92511-90;Регіональна блокада, нерв верхньої кінцівки, відсутнє документальне підтвердження присвоєння балу за шкалою ASA, процедура проводиться як екстрена допомога;Regional block, nerve of upper limb, ASA 90
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92511-99;Регіональна блокада, нерв верхньої кінцівки, відсутнє документальне підтвердження присвоєння балу за шкалою ASA, не екстрена допомога або невідомо;Regional block, nerve of upper limb, ASA 99
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92512-10;Регіональна блокада, нерв нижньої кінцівки, нормальний здоровий пацієнт, процедура проводиться як екстрена допомога;Regional block, nerve of lower limb, ASA 10
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92512-19;Регіональна блокада, нерв нижньої кінцівки, нормальний здоровий пацієнт, не екстрена допомога або невідомо;Regional block, nerve of lower limb, ASA 19
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92512-20;Регіональна блокада, нерв нижньої кінцівки, пацієнт з легкими системними розладами, процедура проводиться як екстрена допомога;Regional block, nerve of lower limb, ASA 20
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92512-29;Регіональна блокада, нерв нижньої кінцівки, пацієнт з легкими системними розладами, не екстрена допомога або невідомо;Regional block, nerve of lower limb, ASA 29
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92512-30;Регіональна блокада, нерв нижньої кінцівки, пацієнт зі значними системними розладами, що обмежують активність, процедура проводиться як екстрена допомога;Regional block, nerve of lower limb, ASA 30
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92512-39;Регіональна блокада, нерв нижньої кінцівки, пацієнт зі значними системними розладами, що обмежують активність, не екстрена допомога або невідомо;Regional block, nerve of lower limb, ASA 39
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92512-40;Регіональна блокада, нерв нижньої кінцівки, пацієнт з вираженим інвалідизуючим захворюванням, яке становить загрозу життю, процедура проводиться як екстрена допомога;Regional block, nerve of lower limb, ASA 40
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92512-49;Регіональна блокада, нерв нижньої кінцівки, пацієнт з вираженим інвалідизуючим захворюванням, не екстрена допомога або невідомо;Regional block, nerve of lower limb, ASA 49
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92512-50;Регіональна блокада, нерв нижньої кінцівки, вмираючий хворий, який може загинути протягом найближчої доби навіть без хірургічного втручання, процедура проводиться як екстрена допомога;Regional block, nerve of lower limb, ASA 50
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92512-59;Регіональна блокада, нерв нижньої кінцівки, вмираючий хворий, який може загинути протягом найближчої доби навіть без хірургічного втручання, не екстрена допомога або невідомо;Regional block, nerve of lower limb, ASA 59
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92512-69;Регіональна блокада, нерв нижньої кінцівки, пацієнт, мозок якого офіційно визнаний мертвим, та органи якого будуть використані для донорства, не екстрена допомога або невідомо;Regional block, nerve of lower limb, ASA 69
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92512-90;Регіональна блокада, нерв нижньої кінцівки, відсутнє документальне підтвердження присвоєння балу за шкалою ASA, процедура проводиться як екстрена допомога;Regional block, nerve of lower limb, ASA 90
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92512-99;Регіональна блокада, нерв нижньої кінцівки, відсутнє документальне підтвердження присвоєння балу за шкалою ASA, не екстрена допомога або невідомо;Regional block, nerve of lower limb, ASA 99
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92513-10;Інфільтрація місцевим анестетиком, нормальний здоровий пацієнт, процедура проводиться як екстрена допомога;Infiltration of local anaesthetic, ASA 10
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92513-19;Інфільтрація місцевим анестетиком, нормальний здоровий пацієнт, не екстрена допомога або невідомо;Infiltration of local anaesthetic, ASA 19
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92513-20;Інфільтрація місцевим анестетиком, пацієнт з легкими системними розладами, процедура проводиться як екстрена допомога;Infiltration of local anaesthetic, ASA 20
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92513-29;Інфільтрація місцевим анестетиком, пацієнт з легкими системними розладами, не екстрена допомога або невідомо;Infiltration of local anaesthetic, ASA 29
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92513-30;Інфільтрація місцевим анестетиком, пацієнт зі значними системними розладами, що обмежують активність, процедура проводиться як екстрена допомога;Infiltration of local anaesthetic, ASA 30
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92513-39;Інфільтрація місцевим анестетиком, пацієнт зі значними системними розладами, що обмежують активність, не екстрена допомога або невідомо;Infiltration of local anaesthetic, ASA 39
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92513-40;Інфільтрація місцевим анестетиком, пацієнт з вираженим інвалідизуючим захворюванням, яке становить загрозу життю, процедура проводиться як екстрена допомога;Infiltration of local anaesthetic, ASA 40
Клас 19;ІНТЕРВЕНЦІЇ НЕ КЛАСИФІКОВАНІ В ІНШИХ РУБРИКАХ;3;АНЕСТЕЗІЯ ТА АНАЛГЕЗІЯ;62;АНЕСТЕЗІЯ;1909;Провідникова анестезія;92513-49;Інфільтрація місцевим анестетиком, пацієнт з вираженим інвалідизуючим захворюванням, не екстрена допомога або невідомо;Infiltration of local anaesthetic, ASA 49
